medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
80387D83069DB6EDECD1E27B9E3A8895,C8CEA236281433CEA6092B109C7B1B08,VTS,2013-01-13 04:19:00,CRD,24,0.5,0.5,4.9,0,29.9
F9FC646C4015E241714E7DD2D9A3342D,0B24A0487C5B5A3C6125689A62F298B6,VTS,2013-01-13 04:41:00,CSH,7.5,0.5,0.5,0,0,8.5
94E1982CFB4153A2359F30D49EAC99DE,5689CEB1387BF6F155C0DE6BA6D96387,VTS,2013-01-13 04:39:00,CSH,9,0.5,0.5,0,0,10
2789D8398CBD60E51BF7D4BC78F3D7A9,9AB9E0F124D42BC702D0BBCFDA6B68FF,VTS,2013-01-13 04:31:00,CSH,19.5,0.5,0.5,0,0,20.5
C1E4CC7202217BADD52290B68D7F4BC2,3C23763D44BD90704F57B4AA867EEA66,VTS,2013-01-13 04:12:00,CSH,40,0.5,0.5,0,4.8,45.8
84C5F6C940C24C55D8D7C75F3F75F14F,D48C1097AF78B31964D8DE00A4A71AC2,VTS,2013-01-13 04:34:00,CRD,7.5,0.5,0.5,1.6,0,10.1
D7DB65DF378CBC004BC9B41D223AAADF,69D19CD8ADCAA46F9B8AF942D3F67C31,VTS,2013-01-13 04:35:00,CRD,6.5,0.5,0.5,1.4,0,8.9
A0DEAEC3D5592AE94B876356F12F8158,6A35995FBD5399AB131B89623C344782,VTS,2013-01-13 04:37:00,CRD,6.5,0.5,0.5,1.4,0,8.9
88EE27A5C8E9F5E29DCA6C32B743BCE7,E33107A21634E2A38BAC00CBEC70C949,VTS,2013-01-13 04:43:00,CSH,5,0.5,0.5,0,0,6
5E6E7449087DF76AD2B6B630018A0804,5A8E40B1421D8A5E507C01F02778F389,VTS,2013-01-13 04:38:00,CRD,7,0.5,0.5,1.5,0,9.5
ADDB6F51BFFAFA8603840526A7923A51,93052C01A5C67ACDDB265D7038CB3B44,VTS,2013-01-13 04:40:00,CRD,6.5,0.5,0.5,1,0,8.5
ED89DB0ADD066F67C35F4902F1377CD4,F4AB11D00CC15EB1457E93AF2D142092,VTS,2013-01-13 04:38:00,CSH,7,0.5,0.5,0,0,8
